metabolomics_id,hmmf_panel,compound,value
LD_318_01,PFBBr,tryptamine,0.0
LD_318_01,PFBBr,tryptophan,0.0
LD_318_01,PFBBr,tyramine,0.0
LD_318_01,PFBBr,tyrosine,0.0
LD_318_01,PFBBr,valerate,0.0
LD_318_01,PFBBr,valine,0.47621
LD_318_01,PFBBr,vanillin,0.0
LD_322_05,PFBBr,2-methylbutyrate,0.26008
LD_322_05,PFBBr,3-aminoisobutyrate,0.0
LD_322_05,PFBBr,4-methylvalerate,0.0
LD_322_05,PFBBr,5-aminovalerate,3.84881
LD_322_05,PFBBr,acetate,3.8812
LD_322_05,PFBBr,alanine,19.61249
LD_322_05,PFBBr,aspartate,0.0
LD_322_05,PFBBr,benzoate,0.30683
LD_322_05,PFBBr,butyrate,0.22737
LD_322_05,PFBBr,catechol,0.0
LD_322_05,PFBBr,crotonate,0.0
LD_322_05,PFBBr,cysteine,0.26281
LD_322_05,PFBBr,desaminotyrosine,0.0
LD_322_05,PFBBr,dopamine,0.0
LD_322_05,PFBBr,glutamate,0.60557
LD_322_05,PFBBr,glycine,15.49068
LD_322_05,PFBBr,hexanoate,0.0
LD_322_05,PFBBr,histamine,0.0
LD_322_05,PFBBr,hydrocinnamate,0.0
LD_322_05,PFBBr,indole-3-acetate,0.0
LD_322_05,PFBBr,indole-3-carboxaldehyde,0.0
LD_322_05,PFBBr,indole-3-propionate,0.0
LD_322_05,PFBBr,isobutyrate,0.0
LD_322_05,PFBBr,isoleucine,27.98228
LD_322_05,PFBBr,isovaleric acid,0.7121
LD_322_05,PFBBr,itaconate,0.0
LD_322_05,PFBBr,leucine,33.81612
LD_322_05,PFBBr,lysine,0.76275
LD_322_05,PFBBr,methionine,1.00466
LD_322_05,PFBBr,palmitate,14.02716
LD_322_05,PFBBr,p-cresol,0.0
LD_322_05,PFBBr,phenol,0.0
LD_322_05,PFBBr,phenylacetate,0.0
LD_322_05,PFBBr,phenylalanine,10.40522
LD_322_05,PFBBr,proline,26.99247
LD_322_05,PFBBr,propionate,1.60318
LD_322_05,PFBBr,serine,0.0
LD_322_05,PFBBr,succinate,2.09381
LD_322_05,PFBBr,synephrine,0.0
LD_322_05,PFBBr,threonine,0.0
LD_322_05,PFBBr,toluate,0.0
LD_322_05,PFBBr,trans-indole-3-acrylate,0.0
LD_322_05,PFBBr,tryptamine,0.0
LD_322_05,PFBBr,tryptophan,0.0
LD_322_05,PFBBr,tyramine,0.0
