metabolomics_id,hmmf_panel,compound,value
LD_202_04,PFBBr,succinate,0.03628
LD_202_04,PFBBr,synephrine,0.03628
LD_202_04,PFBBr,threonine,0.1046
LD_202_04,PFBBr,toluate,0.03628
LD_202_04,PFBBr,trans-indole-3-acrylate,0.03628
LD_202_04,PFBBr,tryptamine,0.03628
LD_202_04,PFBBr,tryptophan,0.11055
LD_202_04,PFBBr,tyramine,0.03628
LD_202_04,PFBBr,tyrosine,0.03628
LD_202_04,PFBBr,valerate,0.03628
LD_202_04,PFBBr,valine,74.83891
LD_202_04,PFBBr,vanillin,0.03628
LD_203_04,PFBBr,2-methylbutyrate,0.05347
LD_203_04,PFBBr,3-aminoisobutyrate,0.03532
LD_203_04,PFBBr,4-methylvalerate,0.03532
LD_203_04,PFBBr,5-aminovalerate,0.03532
LD_203_04,PFBBr,acetate,3.75883
LD_203_04,PFBBr,alanine,1.98707
LD_203_04,PFBBr,aspartate,0.11945
LD_203_04,PFBBr,benzoate,1.20081
LD_203_04,PFBBr,butyrate,0.2821
LD_203_04,PFBBr,catechol,0.03532
LD_203_04,PFBBr,crotonate,0.03532
LD_203_04,PFBBr,cysteine,0.20599
LD_203_04,PFBBr,desaminotyrosine,0.03532
LD_203_04,PFBBr,dopamine,0.03532
LD_203_04,PFBBr,glutamate,0.09865
LD_203_04,PFBBr,glycine,17.64789
LD_203_04,PFBBr,hexanoate,0.12426
LD_203_04,PFBBr,histamine,0.03532
LD_203_04,PFBBr,hydrocinnamate,0.03532
LD_203_04,PFBBr,indole-3-acetate,0.03532
LD_203_04,PFBBr,indole-3-carboxaldehyde,0.03532
LD_203_04,PFBBr,indole-3-propionate,0.03532
LD_203_04,PFBBr,isobutyrate,0.0498
LD_203_04,PFBBr,isoleucine,3.43979
LD_203_04,PFBBr,isovaleric acid,0.05478
LD_203_04,PFBBr,itaconate,0.03532
LD_203_04,PFBBr,leucine,6.89674
LD_203_04,PFBBr,lysine,0.27677
LD_203_04,PFBBr,methionine,0.0545
LD_203_04,PFBBr,palmitate,25.02015
LD_203_04,PFBBr,p-cresol,0.05888
LD_203_04,PFBBr,phenol,0.03532
LD_203_04,PFBBr,phenylacetate,0.03532
LD_203_04,PFBBr,phenylalanine,1.45137
LD_203_04,PFBBr,proline,2.06502
LD_203_04,PFBBr,propionate,0.12267
LD_203_04,PFBBr,serine,0.03532
LD_203_04,PFBBr,succinate,0.04157
LD_203_04,PFBBr,synephrine,0.03532
LD_203_04,PFBBr,threonine,0.03532
LD_203_04,PFBBr,toluate,0.03532
LD_203_04,PFBBr,trans-indole-3-acrylate,0.03532
LD_203_04,PFBBr,tryptamine,0.03532
LD_203_04,PFBBr,tryptophan,0.03532
LD_203_04,PFBBr,tyramine,0.41649
LD_203_04,PFBBr,tyrosine,0.03532
LD_203_04,PFBBr,valerate,0.04641
LD_203_04,PFBBr,valine,14.07301
LD_203_04,PFBBr,vanillin,0.03532
LD_234_12,PFBBr,2-methylbutyrate,4.16326
LD_234_12,PFBBr,3-aminoisobutyrate,0.08979
LD_234_12,PFBBr,4-methylvalerate,0.04524
LD_234_12,PFBBr,5-aminovalerate,84.76751
LD_234_12,PFBBr,acetate,15.70131
LD_234_12,PFBBr,alanine,2.89313
LD_234_12,PFBBr,aspartate,0.11019
LD_234_12,PFBBr,benzoate,1.20191
LD_234_12,PFBBr,butyrate,5.72976
LD_234_12,PFBBr,catechol,0.04524
LD_234_12,PFBBr,crotonate,0.04524
LD_234_12,PFBBr,cysteine,0.26047
LD_234_12,PFBBr,desaminotyrosine,0.06166
LD_234_12,PFBBr,dopamine,0.04524
LD_234_12,PFBBr,glutamate,0.11544
LD_234_12,PFBBr,glycine,2.58078
LD_234_12,PFBBr,hexanoate,1.13844
LD_234_12,PFBBr,histamine,0.04524
LD_234_12,PFBBr,hydrocinnamate,0.04524
LD_234_12,PFBBr,indole-3-acetate,0.04524
LD_234_12,PFBBr,indole-3-carboxaldehyde,0.04524
LD_234_12,PFBBr,indole-3-propionate,0.04524
LD_234_12,PFBBr,isobutyrate,4.20976
LD_234_12,PFBBr,isoleucine,5.94201
LD_234_12,PFBBr,isovaleric acid,5.66784
LD_234_12,PFBBr,itaconate,0.04524
LD_234_12,PFBBr,leucine,6.39712
LD_234_12,PFBBr,lysine,0.49547
LD_234_12,PFBBr,methionine,0.4215
LD_234_12,PFBBr,palmitate,6.78045
LD_234_12,PFBBr,p-cresol,4.94189
LD_234_12,PFBBr,phenol,0.04524
LD_234_12,PFBBr,phenylacetate,0.57698
LD_234_12,PFBBr,phenylalanine,0.97505
LD_234_12,PFBBr,proline,0.8236
LD_234_12,PFBBr,propionate,14.02058
LD_234_12,PFBBr,serine,0.04524
LD_234_12,PFBBr,succinate,0.07708
LD_234_12,PFBBr,synephrine,0.04524
LD_234_12,PFBBr,threonine,0.04524
LD_234_12,PFBBr,toluate,0.04524
LD_234_12,PFBBr,trans-indole-3-acrylate,0.04524
LD_234_12,PFBBr,tryptamine,0.04524
LD_234_12,PFBBr,tryptophan,0.04524
LD_234_12,PFBBr,tyramine,3.07715
LD_234_12,PFBBr,tyrosine,0.04524
LD_234_12,PFBBr,valerate,2.26178
LD_234_12,PFBBr,valine,9.86561
LD_234_12,PFBBr,vanillin,0.04524
LD_248_06,PFBBr,2-methylbutyrate,0.00541
LD_248_06,PFBBr,3-aminoisobutyrate,0.00567
LD_248_06,PFBBr,4-methylvalerate,0.0
LD_248_06,PFBBr,5-aminovalerate,0.02311
LD_248_06,PFBBr,acetate,1.82143
LD_248_06,PFBBr,alanine,5.97129
LD_248_06,PFBBr,aspartate,0.31465
LD_248_06,PFBBr,benzoate,0.43443
LD_248_06,PFBBr,butyrate,0.41378
LD_248_06,PFBBr,catechol,0.0
LD_248_06,PFBBr,crotonate,0.0
LD_248_06,PFBBr,cysteine,1.00654
LD_248_06,PFBBr,desaminotyrosine,0.0
LD_248_06,PFBBr,dopamine,0.0
LD_248_06,PFBBr,glutamate,0.33439
LD_248_06,PFBBr,glycine,27.38949
LD_248_06,PFBBr,hexanoate,0.4008
LD_248_06,PFBBr,histamine,0.0
LD_248_06,PFBBr,hydrocinnamate,0.0
LD_248_06,PFBBr,indole-3-acetate,0.0
LD_248_06,PFBBr,indole-3-carboxaldehyde,0.0
LD_248_06,PFBBr,indole-3-propionate,0.0
LD_248_06,PFBBr,isobutyrate,0.00972
LD_248_06,PFBBr,isoleucine,28.15975
LD_248_06,PFBBr,isovaleric acid,0.00671
LD_248_06,PFBBr,itaconate,0.0
LD_248_06,PFBBr,leucine,33.85485
LD_248_06,PFBBr,lysine,2.39136
LD_248_06,PFBBr,methionine,0.86922
LD_248_06,PFBBr,palmitate,20.7193
LD_248_06,PFBBr,p-cresol,0.0
LD_248_06,PFBBr,phenol,0.00812
LD_248_06,PFBBr,phenylacetate,0.0
LD_248_06,PFBBr,phenylalanine,7.40798
LD_248_06,PFBBr,proline,14.0925
LD_248_06,PFBBr,propionate,0.0238
LD_248_06,PFBBr,serine,0.0
LD_248_06,PFBBr,succinate,0.01186
LD_248_06,PFBBr,synephrine,0.0
LD_248_06,PFBBr,threonine,0.05659
LD_248_06,PFBBr,toluate,0.0
